Split,Fruit,FileName,SizeBytes,BitDepth,Width,Height,HPPI,VPPI
train,Avocado,Avocado_364.jpg,4330,24,100,100,,
train,Avocado,Avocado_365.jpg,4450,24,100,100,,
train,Avocado,Avocado_366.jpg,4891,24,100,100,,
train,Avocado,Avocado_367.jpg,4541,24,100,100,,
train,Avocado,Avocado_368.jpg,4327,24,100,100,,
train,Avocado,Avocado_369.jpg,4240,24,100,100,,
train,Avocado,Avocado_37.jpg,4470,24,100,100,,
train,Avocado,Avocado_370.jpg,4506,24,100,100,,
train,Avocado,Avocado_371.jpg,4613,24,100,100,,
train,Avocado,Avocado_372.jpg,4279,24,100,100,,
train,Avocado,Avocado_373.jpg,4351,24,100,100,,
train,Avocado,Avocado_374.jpg,4491,24,100,100,,
train,Avocado,Avocado_375.jpg,4289,24,100,100,,
train,Avocado,Avocado_376.jpg,4437,24,100,100,,
train,Avocado,Avocado_377.jpg,4196,24,100,100,,
train,Avocado,Avocado_378.jpg,4782,24,100,100,,
train,Avocado,Avocado_379.jpg,4467,24,100,100,,
train,Avocado,Avocado_38.jpg,4380,24,100,100,,
train,Avocado,Avocado_380.jpg,4310,24,100,100,,
train,Avocado,Avocado_39.jpg,4461,24,100,100,,
train,Avocado,Avocado_4.jpg,4425,24,100,100,,
train,Avocado,Avocado_40.jpg,4364,24,100,100,,
train,Avocado,Avocado_41.jpg,4388,24,100,100,,
train,Avocado,Avocado_42.jpg,4205,24,100,100,,
train,Avocado,Avocado_43.jpg,4496,24,100,100,,
train,Avocado,Avocado_44.jpg,4206,24,100,100,,
train,Avocado,Avocado_45.jpg,4297,24,100,100,,
train,Avocado,Avocado_46.jpg,4463,24,100,100,,
train,Avocado,Avocado_47.jpg,4362,24,100,100,,
train,Avocado,Avocado_48.jpg,4398,24,100,100,,
train,Avocado,Avocado_49.jpg,4777,24,100,100,,
train,Avocado,Avocado_5.jpg,4303,24,100,100,,
train,Avocado,Avocado_50.jpg,4738,24,100,100,,
train,Avocado,Avocado_51.jpg,4951,24,100,100,,
train,Avocado,Avocado_52.jpg,4149,24,100,100,,
train,Avocado,Avocado_53.jpg,4198,24,100,100,,
train,Avocado,Avocado_54.jpg,4522,24,100,100,,
train,Avocado,Avocado_55.jpg,4303,24,100,100,,
train,Avocado,Avocado_56.jpg,4205,24,100,100,,
train,Avocado,Avocado_57.jpg,4235,24,100,100,,
train,Avocado,Avocado_58.jpg,4638,24,100,100,,
train,Avocado,Avocado_59.jpg,4671,24,100,100,,
train,Avocado,Avocado_6.jpg,4354,24,100,100,,
train,Avocado,Avocado_60.jpg,4369,24,100,100,,
train,Avocado,Avocado_61.jpg,4413,24,100,100,,
train,Avocado,Avocado_62.jpg,4263,24,100,100,,
train,Avocado,Avocado_63.jpg,4397,24,100,100,,
train,Avocado,Avocado_64.jpg,4386,24,100,100,,
train,Avocado,Avocado_65.jpg,4437,24,100,100,,
train,Avocado,Avocado_66.jpg,4381,24,100,100,,
train,Avocado,Avocado_67.jpg,4427,24,100,100,,
train,Avocado,Avocado_68.jpg,4227,24,100,100,,
train,Avocado,Avocado_69.jpg,4493,24,100,100,,
train,Avocado,Avocado_7.jpg,4309,24,100,100,,
train,Avocado,Avocado_70.jpg,4216,24,100,100,,
train,Avocado,Avocado_71.jpg,4394,24,100,100,,
train,Avocado,Avocado_72.jpg,4402,24,100,100,,
train,Avocado,Avocado_73.jpg,4274,24,100,100,,
train,Avocado,Avocado_74.jpg,4484,24,100,100,,
train,Avocado,Avocado_75.jpg,4259,24,100,100,,
train,Avocado,Avocado_76.jpg,4756,24,100,100,,
train,Avocado,Avocado_77.jpg,4738,24,100,100,,
train,Avocado,Avocado_78.jpg,4307,24,100,100,,
train,Avocado,Avocado_79.jpg,4390,24,100,100,,
train,Avocado,Avocado_8.jpg,4188,24,100,100,,
train,Avocado,Avocado_80.jpg,4749,24,100,100,,
train,Avocado,Avocado_81.jpg,4533,24,100,100,,
train,Avocado,Avocado_82.jpg,4311,24,100,100,,
train,Avocado,Avocado_83.jpg,4391,24,100,100,,
train,Avocado,Avocado_84.jpg,4429,24,100,100,,
train,Avocado,Avocado_85.jpg,4328,24,100,100,,
train,Avocado,Avocado_86.jpg,4841,24,100,100,,
train,Avocado,Avocado_87.jpg,4242,24,100,100,,
train,Avocado,Avocado_88.jpg,4429,24,100,100,,
train,Avocado,Avocado_89.jpg,4274,24,100,100,,
train,Avocado,Avocado_9.jpg,4178,24,100,100,,
train,Avocado,Avocado_90.jpg,4340,24,100,100,,
train,Avocado,Avocado_91.jpg,4368,24,100,100,,
train,Avocado,Avocado_92.jpg,4525,24,100,100,,
train,Avocado,Avocado_93.jpg,4329,24,100,100,,
train,Avocado,Avocado_94.jpg,4454,24,100,100,,
train,Avocado,Avocado_95.jpg,4194,24,100,100,,
train,Avocado,Avocado_96.jpg,4829,24,100,100,,
train,Avocado,Avocado_97.jpg,4722,24,100,100,,
train,Avocado,Avocado_98.jpg,4287,24,100,100,,
train,Avocado,Avocado_99.jpg,4226,24,100,100,,
train,Banana,Banana_0.jpg,3275,24,100,100,,
train,Banana,Banana_1.jpg,3357,24,100,100,,
train,Banana,Banana_10.jpg,3643,24,100,100,,
train,Banana,Banana_100.jpg,2653,24,100,100,,
train,Banana,Banana_101.jpg,3228,24,100,100,,
train,Banana,Banana_102.jpg,2651,24,100,100,,
train,Banana,Banana_103.jpg,2559,24,100,100,,
train,Banana,Banana_104.jpg,3557,24,100,100,,
train,Banana,Banana_105.jpg,2858,24,100,100,,
train,Banana,Banana_106.jpg,3603,24,100,100,,
train,Banana,Banana_107.jpg,2600,24,100,100,,
train,Banana,Banana_108.jpg,3218,24,100,100,,
train,Banana,Banana_109.jpg,3220,24,100,100,,
train,Banana,Banana_11.jpg,2886,24,100,100,,
train,Banana,Banana_110.jpg,2517,24,100,100,,
train,Banana,Banana_111.jpg,3455,24,100,100,,
train,Banana,Banana_112.jpg,2490,24,100,100,,
train,Banana,Banana_113.jpg,3620,24,100,100,,
train,Banana,Banana_114.jpg,2462,24,100,100,,
train,Banana,Banana_115.jpg,3727,24,100,100,,
train,Banana,Banana_116.jpg,3575,24,100,100,,
train,Banana,Banana_117.jpg,2588,24,100,100,,
train,Banana,Banana_118.jpg,2516,24,100,100,,
train,Banana,Banana_119.jpg,2672,24,100,100,,
train,Banana,Banana_12.jpg,3480,24,100,100,,
train,Banana,Banana_120.jpg,2856,24,100,100,,
train,Banana,Banana_121.jpg,3609,24,100,100,,
train,Banana,Banana_122.jpg,3574,24,100,100,,
train,Banana,Banana_123.jpg,3435,24,100,100,,
train,Banana,Banana_124.jpg,3733,24,100,100,,
train,Banana,Banana_125.jpg,3701,24,100,100,,
train,Banana,Banana_126.jpg,3278,24,100,100,,
train,Banana,Banana_127.jpg,2461,24,100,100,,
train,Banana,Banana_128.jpg,2536,24,100,100,,
train,Banana,Banana_129.jpg,2703,24,100,100,,
train,Banana,Banana_13.jpg,2555,24,100,100,,
train,Banana,Banana_130.jpg,3679,24,100,100,,
train,Banana,Banana_131.jpg,2653,24,100,100,,
train,Banana,Banana_132.jpg,2486,24,100,100,,
train,Banana,Banana_133.jpg,2497,24,100,100,,
train,Banana,Banana_134.jpg,2485,24,100,100,,
train,Banana,Banana_135.jpg,3410,24,100,100,,
train,Banana,Banana_136.jpg,3361,24,100,100,,
train,Banana,Banana_137.jpg,3524,24,100,100,,
train,Banana,Banana_138.jpg,2484,24,100,100,,
train,Banana,Banana_139.jpg,3150,24,100,100,,
train,Banana,Banana_14.jpg,2533,24,100,100,,
train,Banana,Banana_140.jpg,2460,24,100,100,,
train,Banana,Banana_141.jpg,2539,24,100,100,,
train,Banana,Banana_142.jpg,2553,24,100,100,,
train,Banana,Banana_143.jpg,2655,24,100,100,,
train,Banana,Banana_144.jpg,2918,24,100,100,,
train,Banana,Banana_145.jpg,3472,24,100,100,,
train,Banana,Banana_146.jpg,2821,24,100,100,,
train,Banana,Banana_147.jpg,3243,24,100,100,,
train,Banana,Banana_148.jpg,3210,24,100,100,,
train,Banana,Banana_149.jpg,2573,24,100,100,,
train,Banana,Banana_15.jpg,3202,24,100,100,,
train,Banana,Banana_150.jpg,3458,24,100,100,,
train,Banana,Banana_151.jpg,2794,24,100,100,,
train,Banana,Banana_152.jpg,3403,24,100,100,,
train,Banana,Banana_153.jpg,2583,24,100,100,,
train,Banana,Banana_154.jpg,3232,24,100,100,,
train,Banana,Banana_155.jpg,2530,24,100,100,,
train,Banana,Banana_156.jpg,3191,24,100,100,,
train,Banana,Banana_157.jpg,2476,24,100,100,,
train,Banana,Banana_158.jpg,3613,24,100,100,,
train,Banana,Banana_159.jpg,2646,24,100,100,,
train,Banana,Banana_16.jpg,3199,24,100,100,,
train,Banana,Banana_160.jpg,3616,24,100,100,,
train,Banana,Banana_161.jpg,2765,24,100,100,,
train,Banana,Banana_162.jpg,2617,24,100,100,,
train,Banana,Banana_163.jpg,2558,24,100,100,,
train,Banana,Banana_164.jpg,2571,24,100,100,,
train,Banana,Banana_165.jpg,3235,24,100,100,,
train,Banana,Banana_166.jpg,3266,24,100,100,,
train,Banana,Banana_167.jpg,3425,24,100,100,,
train,Banana,Banana_168.jpg,3185,24,100,100,,
train,Banana,Banana_169.jpg,2640,24,100,100,,
train,Banana,Banana_17.jpg,3590,24,100,100,,
train,Banana,Banana_170.jpg,3290,24,100,100,,
train,Banana,Banana_171.jpg,2582,24,100,100,,
train,Banana,Banana_172.jpg,3288,24,100,100,,
train,Banana,Banana_173.jpg,3343,24,100,100,,
train,Banana,Banana_174.jpg,2470,24,100,100,,
train,Banana,Banana_175.jpg,2480,24,100,100,,
train,Banana,Banana_176.jpg,3305,24,100,100,,
train,Banana,Banana_177.jpg,2559,24,100,100,,
train,Banana,Banana_178.jpg,2653,24,100,100,,
train,Banana,Banana_179.jpg,2568,24,100,100,,
train,Banana,Banana_18.jpg,3591,24,100,100,,
train,Banana,Banana_180.jpg,3441,24,100,100,,
train,Banana,Banana_181.jpg,2922,24,100,100,,
train,Banana,Banana_182.jpg,3614,24,100,100,,
train,Banana,Banana_183.jpg,3525,24,100,100,,
train,Banana,Banana_184.jpg,2560,24,100,100,,
train,Banana,Banana_185.jpg,2521,24,100,100,,
train,Banana,Banana_186.jpg,3168,24,100,100,,
train,Banana,Banana_187.jpg,2515,24,100,100,,
train,Banana,Banana_188.jpg,3214,24,100,100,,
train,Banana,Banana_189.jpg,2590,24,100,100,,
train,Banana,Banana_19.jpg,2536,24,100,100,,
train,Banana,Banana_190.jpg,2875,24,100,100,,
train,Banana,Banana_191.jpg,3606,24,100,100,,
train,Banana,Banana_192.jpg,2674,24,100,100,,
train,Banana,Banana_193.jpg,3585,24,100,100,,
train,Banana,Banana_194.jpg,2605,24,100,100,,
train,Banana,Banana_195.jpg,3311,24,100,100,,
train,Banana,Banana_196.jpg,2621,24,100,100,,
train,Banana,Banana_197.jpg,3196,24,100,100,,
train,Banana,Banana_198.jpg,2463,24,100,100,,
train,Banana,Banana_199.jpg,3335,24,100,100,,
train,Banana,Banana_2.jpg,2588,24,100,100,,
train,Banana,Banana_20.jpg,3583,24,100,100,,
train,Banana,Banana_200.jpg,3311,24,100,100,,
train,Banana,Banana_201.jpg,3455,24,100,100,,
train,Banana,Banana_202.jpg,3342,24,100,100,,
train,Banana,Banana_203.jpg,3233,24,100,100,,
train,Banana,Banana_204.jpg,2945,24,100,100,,
train,Banana,Banana_205.jpg,2617,24,100,100,,
train,Banana,Banana_206.jpg,3440,24,100,100,,
train,Banana,Banana_207.jpg,2676,24,100,100,,
train,Banana,Banana_208.jpg,3272,24,100,100,,
train,Banana,Banana_209.jpg,2496,24,100,100,,
train,Banana,Banana_21.jpg,2497,24,100,100,,
train,Banana,Banana_210.jpg,2462,24,100,100,,
train,Banana,Banana_211.jpg,3156,24,100,100,,
train,Banana,Banana_212.jpg,3618,24,100,100,,
train,Banana,Banana_213.jpg,3619,24,100,100,,
train,Banana,Banana_214.jpg,2468,24,100,100,,
train,Banana,Banana_215.jpg,3235,24,100,100,,
train,Banana,Banana_216.jpg,3393,24,100,100,,
train,Banana,Banana_217.jpg,3643,24,100,100,,
train,Banana,Banana_218.jpg,3585,24,100,100,,
train,Banana,Banana_219.jpg,2844,24,100,100,,
train,Banana,Banana_22.jpg,3440,24,100,100,,
train,Banana,Banana_220.jpg,2648,24,100,100,,
train,Banana,Banana_221.jpg,3682,24,100,100,,
train,Banana,Banana_222.jpg,3767,24,100,100,,
train,Banana,Banana_223.jpg,2467,24,100,100,,
train,Banana,Banana_224.jpg,2520,24,100,100,,
train,Banana,Banana_225.jpg,3410,24,100,100,,
train,Banana,Banana_226.jpg,2480,24,100,100,,
train,Banana,Banana_227.jpg,2548,24,100,100,,
train,Banana,Banana_228.jpg,2622,24,100,100,,
train,Banana,Banana_229.jpg,3748,24,100,100,,
train,Banana,Banana_23.jpg,2473,24,100,100,,
train,Banana,Banana_230.jpg,2692,24,100,100,,
train,Banana,Banana_231.jpg,2464,24,100,100,,
train,Banana,Banana_232.jpg,3551,24,100,100,,
train,Banana,Banana_233.jpg,2547,24,100,100,,
train,Banana,Banana_234.jpg,3393,24,100,100,,
train,Banana,Banana_235.jpg,2572,24,100,100,,
train,Banana,Banana_236.jpg,2468,24,100,100,,
train,Banana,Banana_237.jpg,2832,24,100,100,,
train,Banana,Banana_238.jpg,3485,24,100,100,,
train,Banana,Banana_239.jpg,2870,24,100,100,,
train,Banana,Banana_24.jpg,2594,24,100,100,,
train,Banana,Banana_240.jpg,2582,24,100,100,,
train,Banana,Banana_241.jpg,3414,24,100,100,,
train,Banana,Banana_242.jpg,2507,24,100,100,,
train,Banana,Banana_243.jpg,2731,24,100,100,,
train,Banana,Banana_244.jpg,2529,24,100,100,,
train,Banana,Banana_245.jpg,3501,24,100,100,,
train,Banana,Banana_246.jpg,3225,24,100,100,,
train,Banana,Banana_247.jpg,3218,24,100,100,,
train,Banana,Banana_248.jpg,2709,24,100,100,,
train,Banana,Banana_249.jpg,2560,24,100,100,,
train,Banana,Banana_25.jpg,3200,24,100,100,,
train,Banana,Banana_250.jpg,2629,24,100,100,,
train,Banana,Banana_251.jpg,2583,24,100,100,,
train,Banana,Banana_252.jpg,2471,24,100,100,,
train,Banana,Banana_253.jpg,3398,24,100,100,,
train,Banana,Banana_254.jpg,3529,24,100,100,,
train,Banana,Banana_255.jpg,2870,24,100,100,,
train,Banana,Banana_256.jpg,3496,24,100,100,,
train,Banana,Banana_257.jpg,2557,24,100,100,,
train,Banana,Banana_258.jpg,3357,24,100,100,,
train,Banana,Banana_259.jpg,3314,24,100,100,,
train,Banana,Banana_26.jpg,3157,24,100,100,,
train,Banana,Banana_260.jpg,3160,24,100,100,,
train,Banana,Banana_261.jpg,2899,24,100,100,,
train,Banana,Banana_262.jpg,2782,24,100,100,,
train,Banana,Banana_263.jpg,3313,24,100,100,,
train,Banana,Banana_264.jpg,3283,24,100,100,,
train,Banana,Banana_265.jpg,2518,24,100,100,,
train,Banana,Banana_266.jpg,2610,24,100,100,,
train,Banana,Banana_267.jpg,2528,24,100,100,,
train,Banana,Banana_268.jpg,3369,24,100,100,,
train,Banana,Banana_269.jpg,3295,24,100,100,,
train,Banana,Banana_27.jpg,3429,24,100,100,,
train,Banana,Banana_270.jpg,3822,24,100,100,,
train,Banana,Banana_271.jpg,3599,24,100,100,,
train,Banana,Banana_272.jpg,3454,24,100,100,,
train,Banana,Banana_273.jpg,3406,24,100,100,,
train,Banana,Banana_274.jpg,3408,24,100,100,,
train,Banana,Banana_275.jpg,2759,24,100,100,,
train,Banana,Banana_276.jpg,2899,24,100,100,,
train,Banana,Banana_277.jpg,3603,24,100,100,,
train,Banana,Banana_278.jpg,3223,24,100,100,,
train,Banana,Banana_279.jpg,2511,24,100,100,,
train,Banana,Banana_28.jpg,2504,24,100,100,,
train,Banana,Banana_280.jpg,2563,24,100,100,,
train,Banana,Banana_281.jpg,2537,24,100,100,,
train,Banana,Banana_282.jpg,2462,24,100,100,,
train,Banana,Banana_283.jpg,2515,24,100,100,,
train,Banana,Banana_284.jpg,2470,24,100,100,,
train,Banana,Banana_285.jpg,3192,24,100,100,,
train,Banana,Banana_286.jpg,3496,24,100,100,,
train,Banana,Banana_287.jpg,3669,24,100,100,,
train,Banana,Banana_288.jpg,2540,24,100,100,,
train,Banana,Banana_289.jpg,3181,24,100,100,,
train,Banana,Banana_29.jpg,2483,24,100,100,,
train,Banana,Banana_290.jpg,2467,24,100,100,,
train,Banana,Banana_291.jpg,2570,24,100,100,,
train,Banana,Banana_292.jpg,2560,24,100,100,,
train,Banana,Banana_293.jpg,3649,24,100,100,,
train,Banana,Banana_294.jpg,2763,24,100,100,,
train,Banana,Banana_295.jpg,3445,24,100,100,,
train,Banana,Banana_296.jpg,2526,24,100,100,,
train,Banana,Banana_297.jpg,3287,24,100,100,,
train,Banana,Banana_298.jpg,3171,24,100,100,,
train,Banana,Banana_299.jpg,3189,24,100,100,,
train,Banana,Banana_3.jpg,2618,24,100,100,,
train,Banana,Banana_30.jpg,2519,24,100,100,,
train,Banana,Banana_300.jpg,2524,24,100,100,,
train,Banana,Banana_301.jpg,3301,24,100,100,,
train,Banana,Banana_302.jpg,2621,24,100,100,,
train,Banana,Banana_303.jpg,3169,24,100,100,,
train,Banana,Banana_304.jpg,2589,24,100,100,,
train,Banana,Banana_305.jpg,3348,24,100,100,,
train,Banana,Banana_306.jpg,2730,24,100,100,,
train,Banana,Banana_307.jpg,2627,24,100,100,,
train,Banana,Banana_308.jpg,3187,24,100,100,,
train,Banana,Banana_309.jpg,2558,24,100,100,,
train,Banana,Banana_31.jpg,3316,24,100,100,,
train,Banana,Banana_310.jpg,2518,24,100,100,,
train,Banana,Banana_311.jpg,2480,24,100,100,,
train,Banana,Banana_312.jpg,3169,24,100,100,,
train,Banana,Banana_313.jpg,2530,24,100,100,,
train,Banana,Banana_314.jpg,3839,24,100,100,,
train,Banana,Banana_315.jpg,3426,24,100,100,,
train,Banana,Banana_316.jpg,3307,24,100,100,,
train,Banana,Banana_317.jpg,2783,24,100,100,,
train,Banana,Banana_318.jpg,3627,24,100,100,,
train,Banana,Banana_319.jpg,2590,24,100,100,,
train,Banana,Banana_32.jpg,2619,24,100,100,,
train,Banana,Banana_320.jpg,2614,24,100,100,,
train,Banana,Banana_321.jpg,3244,24,100,100,,
train,Banana,Banana_322.jpg,3252,24,100,100,,
train,Banana,Banana_323.jpg,2494,24,100,100,,
train,Banana,Banana_324.jpg,2614,24,100,100,,
train,Banana,Banana_325.jpg,2768,24,100,100,,
train,Banana,Banana_326.jpg,3340,24,100,100,,
train,Banana,Banana_327.jpg,2483,24,100,100,,
train,Banana,Banana_328.jpg,3183,24,100,100,,
train,Banana,Banana_329.jpg,3450,24,100,100,,
train,Banana,Banana_33.jpg,3453,24,100,100,,
train,Banana,Banana_330.jpg,2572,24,100,100,,
train,Banana,Banana_331.jpg,3197,24,100,100,,
train,Banana,Banana_332.jpg,2618,24,100,100,,
train,Banana,Banana_333.jpg,2584,24,100,100,,
train,Banana,Banana_334.jpg,2603,24,100,100,,
train,Banana,Banana_335.jpg,3537,24,100,100,,
train,Banana,Banana_336.jpg,2458,24,100,100,,
train,Banana,Banana_337.jpg,3357,24,100,100,,
train,Banana,Banana_338.jpg,2478,24,100,100,,
train,Banana,Banana_339.jpg,2618,24,100,100,,
train,Banana,Banana_34.jpg,2578,24,100,100,,
train,Banana,Banana_340.jpg,2555,24,100,100,,
train,Banana,Banana_341.jpg,3244,24,100,100,,
train,Banana,Banana_342.jpg,3210,24,100,100,,
train,Banana,Banana_343.jpg,3298,24,100,100,,
train,Banana,Banana_344.jpg,3322,24,100,100,,
train,Banana,Banana_345.jpg,2521,24,100,100,,
train,Banana,Banana_346.jpg,3461,24,100,100,,
train,Banana,Banana_347.jpg,2819,24,100,100,,
train,Banana,Banana_348.jpg,3326,24,100,100,,
train,Banana,Banana_349.jpg,2773,24,100,100,,
train,Banana,Banana_35.jpg,3229,24,100,100,,
train,Banana,Banana_350.jpg,2874,24,100,100,,
train,Banana,Banana_351.jpg,3509,24,100,100,,
train,Banana,Banana_352.jpg,3774,24,100,100,,
train,Banana,Banana_353.jpg,2962,24,100,100,,
train,Banana,Banana_354.jpg,2783,24,100,100,,
train,Banana,Banana_355.jpg,3425,24,100,100,,
train,Banana,Banana_356.jpg,3337,24,100,100,,
train,Banana,Banana_357.jpg,3526,24,100,100,,
train,Banana,Banana_358.jpg,3300,24,100,100,,
train,Banana,Banana_359.jpg,3389,24,100,100,,
train,Banana,Banana_36.jpg,3625,24,100,100,,
train,Banana,Banana_360.jpg,2506,24,100,100,,
train,Banana,Banana_361.jpg,2473,24,100,100,,
train,Banana,Banana_362.jpg,3153,24,100,100,,
train,Banana,Banana_363.jpg,3458,24,100,100,,
train,Banana,Banana_364.jpg,2510,24,100,100,,
train,Banana,Banana_365.jpg,2510,24,100,100,,
train,Banana,Banana_366.jpg,2489,24,100,100,,
train,Banana,Banana_367.jpg,3374,24,100,100,,
train,Banana,Banana_368.jpg,3729,24,100,100,,
train,Banana,Banana_369.jpg,2731,24,100,100,,
train,Banana,Banana_37.jpg,3724,24,100,100,,
train,Banana,Banana_370.jpg,2584,24,100,100,,
train,Banana,Banana_371.jpg,3591,24,100,100,,
train,Banana,Banana_372.jpg,2762,24,100,100,,
train,Banana,Banana_373.jpg,2837,24,100,100,,
train,Banana,Banana_374.jpg,2589,24,100,100,,
train,Banana,Banana_375.jpg,2479,24,100,100,,
train,Banana,Banana_376.jpg,3261,24,100,100,,
train,Banana,Banana_377.jpg,2611,24,100,100,,
train,Banana,Banana_378.jpg,3438,24,100,100,,
train,Banana,Banana_379.jpg,2567,24,100,100,,
train,Banana,Banana_38.jpg,2627,24,100,100,,
train,Banana,Banana_380.jpg,3263,24,100,100,,
train,Banana,Banana_381.jpg,3341,24,100,100,,
train,Banana,Banana_382.jpg,2518,24,100,100,,
train,Banana,Banana_383.jpg,3301,24,100,100,,
train,Banana,Banana_384.jpg,2465,24,100,100,,
train,Banana,Banana_385.jpg,3177,24,100,100,,
train,Banana,Banana_386.jpg,2570,24,100,100,,
train,Banana,Banana_387.jpg,3778,24,100,100,,
train,Banana,Banana_388.jpg,2623,24,100,100,,
train,Banana,Banana_389.jpg,3155,24,100,100,,
train,Banana,Banana_39.jpg,2814,24,100,100,,
train,Banana,Banana_390.jpg,2773,24,100,100,,
train,Banana,Banana_391.jpg,3377,24,100,100,,
train,Banana,Banana_392.jpg,2552,24,100,100,,
train,Banana,Banana_393.jpg,2628,24,100,100,,
train,Banana,Banana_394.jpg,2824,24,100,100,,
train,Banana,Banana_395.jpg,3227,24,100,100,,
train,Banana,Banana_396.jpg,2764,24,100,100,,
train,Banana,Banana_397.jpg,3424,24,100,100,,
train,Banana,Banana_398.jpg,2966,24,100,100,,
train,Banana,Banana_399.jpg,3275,24,100,100,,
train,Banana,Banana_4.jpg,3206,24,100,100,,
train,Banana,Banana_40.jpg,3559,24,100,100,,
train,Banana,Banana_400.jpg,2589,24,100,100,,
train,Banana,Banana_401.jpg,3274,24,100,100,,
train,Banana,Banana_402.jpg,3203,24,100,100,,
train,Banana,Banana_403.jpg,3400,24,100,100,,
train,Banana,Banana_404.jpg,2479,24,100,100,,
train,Banana,Banana_405.jpg,3565,24,100,100,,
train,Banana,Banana_406.jpg,2492,24,100,100,,
train,Banana,Banana_407.jpg,2494,24,100,100,,
train,Banana,Banana_408.jpg,2562,24,100,100,,
train,Banana,Banana_409.jpg,3636,24,100,100,,
train,Banana,Banana_41.jpg,3583,24,100,100,,
train,Banana,Banana_410.jpg,3714,24,100,100,,
train,Banana,Banana_411.jpg,3203,24,100,100,,
train,Banana,Banana_412.jpg,2472,24,100,100,,
train,Banana,Banana_413.jpg,3215,24,100,100,,
train,Banana,Banana_414.jpg,2579,24,100,100,,
train,Banana,Banana_415.jpg,2462,24,100,100,,
train,Banana,Banana_416.jpg,2467,24,100,100,,
train,Banana,Banana_417.jpg,2540,24,100,100,,
train,Banana,Banana_418.jpg,3560,24,100,100,,
train,Banana,Banana_419.jpg,3200,24,100,100,,
train,Banana,Banana_42.jpg,3382,24,100,100,,
train,Banana,Banana_420.jpg,3529,24,100,100,,
train,Banana,Banana_421.jpg,3327,24,100,100,,
train,Banana,Banana_422.jpg,3348,24,100,100,,
train,Banana,Banana_423.jpg,2692,24,100,100,,
train,Banana,Banana_424.jpg,2906,24,100,100,,
train,Banana,Banana_425.jpg,3858,24,100,100,,
train,Banana,Banana_426.jpg,3567,24,100,100,,
train,Banana,Banana_427.jpg,2480,24,100,100,,
train,Banana,Banana_428.jpg,2521,24,100,100,,
train,Banana,Banana_429.jpg,2738,24,100,100,,
train,Banana,Banana_43.jpg,3194,24,100,100,,
train,Banana,Banana_430.jpg,3244,24,100,100,,
train,Banana,Banana_431.jpg,2839,24,100,100,,
train,Banana,Banana_432.jpg,3206,24,100,100,,
train,Banana,Banana_433.jpg,3279,24,100,100,,
train,Banana,Banana_434.jpg,2620,24,100,100,,
train,Banana,Banana_435.jpg,3327,24,100,100,,
train,Banana,Banana_436.jpg,2929,24,100,100,,
train,Banana,Banana_437.jpg,3436,24,100,100,,
train,Banana,Banana_438.jpg,2584,24,100,100,,
train,Banana,Banana_439.jpg,2565,24,100,100,,
train,Banana,Banana_44.jpg,2754,24,100,100,,
train,Banana,Banana_440.jpg,3725,24,100,100,,
train,Banana,Banana_45.jpg,3507,24,100,100,,
train,Banana,Banana_46.jpg,2487,24,100,100,,
train,Banana,Banana_47.jpg,3383,24,100,100,,
train,Banana,Banana_48.jpg,2884,24,100,100,,
train,Banana,Banana_49.jpg,2777,24,100,100,,
train,Banana,Banana_5.jpg,2625,24,100,100,,
train,Banana,Banana_50.jpg,3261,24,100,100,,
train,Banana,Banana_51.jpg,2554,24,100,100,,
train,Banana,Banana_52.jpg,2643,24,100,100,,
train,Banana,Banana_53.jpg,2486,24,100,100,,
train,Banana,Banana_54.jpg,3150,24,100,100,,
train,Banana,Banana_55.jpg,2591,24,100,100,,
train,Banana,Banana_56.jpg,3177,24,100,100,,
train,Banana,Banana_57.jpg,2557,24,100,100,,
train,Banana,Banana_58.jpg,3314,24,100,100,,
train,Banana,Banana_59.jpg,2555,24,100,100,,
train,Banana,Banana_6.jpg,3332,24,100,100,,
train,Banana,Banana_60.jpg,3427,24,100,100,,
train,Banana,Banana_61.jpg,2460,24,100,100,,
train,Banana,Banana_62.jpg,3485,24,100,100,,
train,Banana,Banana_63.jpg,3191,24,100,100,,
train,Banana,Banana_64.jpg,2503,24,100,100,,
train,Banana,Banana_65.jpg,2500,24,100,100,,
train,Banana,Banana_66.jpg,3743,24,100,100,,
train,Banana,Banana_67.jpg,3690,24,100,100,,
train,Banana,Banana_68.jpg,3360,24,100,100,,
train,Banana,Banana_69.jpg,3484,24,100,100,,
train,Banana,Banana_7.jpg,3517,24,100,100,,
train,Banana,Banana_70.jpg,3579,24,100,100,,
train,Banana,Banana_71.jpg,2794,24,100,100,,
train,Banana,Banana_72.jpg,2608,24,100,100,,
train,Banana,Banana_73.jpg,3471,24,100,100,,
train,Banana,Banana_74.jpg,3205,24,100,100,,
train,Banana,Banana_75.jpg,2617,24,100,100,,
train,Banana,Banana_76.jpg,3466,24,100,100,,
train,Banana,Banana_77.jpg,2629,24,100,100,,
train,Banana,Banana_78.jpg,2693,24,100,100,,
train,Banana,Banana_79.jpg,2519,24,100,100,,
train,Banana,Banana_8.jpg,3804,24,100,100,,
train,Banana,Banana_80.jpg,3414,24,100,100,,
train,Banana,Banana_81.jpg,2470,24,100,100,,
train,Banana,Banana_82.jpg,3523,24,100,100,,
train,Banana,Banana_83.jpg,2755,24,100,100,,
